"","Order_Number","Filing_Date","Payment_Date","Charter","Property_Type","Real_estate","k.u.","Management_ID","LIST_ID","IDENTITY_ID","cast_number","plot_num"
"7129","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052169010,39459565010,58658616010,"612286","2297/549"
"7130","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/561 Slatina","Slatina 612286",48052169010,39459565010,58658627010,"612286","2297/561"
"7131","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052169010,39459565010,58658641010,"612286","2297/575"
"7132","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052169010,39459565010,58658642010,"612286","2297/576"
"7133","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052169010,39459565010,58658643010,"612286","2297/577"
"7134","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052169010,39459565010,58658644010,"612286","2297/578"
"7135","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052169010,39459565010,58658645010,"612286","2297/579"
"7136","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052169010,39459565010,58658646010,"612286","2297/580"
"7137","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052169010,39459565010,29013500010,"612286","2297/78"
"7138","V-6345/2017-702","15.03.2017 15:31:27","28.04.2017 12:11:49","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052169010,39459565010,45576067010,"612286","2298/92"
"7139","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48052215010,39459607010,1529050702,"612286","2297/28"
"7140","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052215010,39459607010,58658616010,"612286","2297/549"
"7141","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/555 Slatina","Slatina 612286",48052215010,39459607010,58658654010,"612286","2297/555"
"7142","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052215010,39459607010,58658641010,"612286","2297/575"
"7143","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052215010,39459607010,58658642010,"612286","2297/576"
"7144","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052215010,39459607010,58658643010,"612286","2297/577"
"7145","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052215010,39459607010,58658644010,"612286","2297/578"
"7146","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052215010,39459607010,58658645010,"612286","2297/579"
"7147","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052215010,39459607010,58658646010,"612286","2297/580"
"7148","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052215010,39459607010,29013500010,"612286","2297/78"
"7149","V-6346/2017-702","15.03.2017 15:34:40","27.04.2017 09:13:40","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052215010,39459607010,45576067010,"612286","2298/92"
"7150","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/186 Slatina","Slatina 612286",48052264010,39459640010,32524956010,"612286","2297/186"
"7151","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48052264010,39459640010,1529050702,"612286","2297/28"
"7152","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052264010,39459640010,58658616010,"612286","2297/549"
"7153","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052264010,39459640010,58658641010,"612286","2297/575"
"7154","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052264010,39459640010,58658642010,"612286","2297/576"
"7155","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052264010,39459640010,58658643010,"612286","2297/577"
"7156","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052264010,39459640010,58658644010,"612286","2297/578"
"7157","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052264010,39459640010,58658645010,"612286","2297/579"
"7158","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052264010,39459640010,58658646010,"612286","2297/580"
"7159","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052264010,39459640010,29013500010,"612286","2297/78"
"7160","V-6348/2017-702","15.03.2017 15:38:17","28.04.2017 12:12:40","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052264010,39459640010,45576067010,"612286","2298/92"
"7161","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48052321010,39459664010,1529050702,"612286","2297/28"
"7162","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052321010,39459664010,58658616010,"612286","2297/549"
"7163","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052321010,39459664010,58658641010,"612286","2297/575"
"7164","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052321010,39459664010,58658642010,"612286","2297/576"
"7165","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052321010,39459664010,58658643010,"612286","2297/577"
"7166","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052321010,39459664010,58658644010,"612286","2297/578"
"7167","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052321010,39459664010,58658645010,"612286","2297/579"
"7168","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052321010,39459664010,58658646010,"612286","2297/580"
"7169","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052321010,39459664010,29013500010,"612286","2297/78"
"7170","V-6350/2017-702","15.03.2017 15:41:51","27.04.2017 09:14:45","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052321010,39459664010,45576067010,"612286","2298/92"
"7171","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48052382010,39459698010,1529050702,"612286","2297/28"
"7172","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052382010,39459698010,58658616010,"612286","2297/549"
"7173","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052382010,39459698010,58658641010,"612286","2297/575"
"7174","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052382010,39459698010,58658642010,"612286","2297/576"
"7175","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052382010,39459698010,58658643010,"612286","2297/577"
"7176","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052382010,39459698010,58658644010,"612286","2297/578"
"7177","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052382010,39459698010,58658645010,"612286","2297/579"
"7178","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052382010,39459698010,58658646010,"612286","2297/580"
"7179","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/581 Slatina","Slatina 612286",48052382010,39459698010,58658647010,"612286","2297/581"
"7180","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052382010,39459698010,29013500010,"612286","2297/78"
"7181","V-6352/2017-702","15.03.2017 15:45:02","28.04.2017 12:13:36","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052382010,39459698010,45576067010,"612286","2298/92"
"7182","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48052433010,39459731010,1529050702,"612286","2297/28"
"7183","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48052433010,39459731010,58658616010,"612286","2297/549"
"7184","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48052433010,39459731010,58658641010,"612286","2297/575"
"7185","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48052433010,39459731010,58658642010,"612286","2297/576"
"7186","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48052433010,39459731010,58658643010,"612286","2297/577"
"7187","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48052433010,39459731010,58658644010,"612286","2297/578"
"7188","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48052433010,39459731010,58658645010,"612286","2297/579"
"7189","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48052433010,39459731010,58658646010,"612286","2297/580"
"7190","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48052433010,39459731010,29013500010,"612286","2297/78"
"7191","V-6353/2017-702","15.03.2017 15:48:03","28.04.2017 12:14:32","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48052433010,39459731010,45576067010,"612286","2298/92"
"7192","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 986/23 Medlánky","Medlánky 611743",48053055010,39458970010,2405848702,"611743","0986/23"
"7193","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 986/4 Medlánky","Medlánky 611743",48053055010,39458970010,1921942702,"611743","0986/4"
"7194","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 987/17 Medlánky","Medlánky 611743",48053055010,39458970010,1496515702,"611743","0987/17"
"7195","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 987/54 Medlánky","Medlánky 611743",48053055010,39458970010,2405844702,"611743","0987/54"
"7196","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 987/56 Medlánky","Medlánky 611743",48053055010,39458970010,2405840702,"611743","0987/56"
"7197","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 987/57 Medlánky","Medlánky 611743",48053055010,39458970010,2405843702,"611743","0987/57"
"7198","V-6354/2017-702","15.03.2017 16:03:59","12.04.2017 13:15:08","Smlouva kupní","PAR","è. 987/58 Medlánky","Medlánky 611743",48053055010,39458970010,2405842702,"611743","0987/58"
"7199","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48054607010,39462947010,1529050702,"612286","2297/28"
"7200","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48054607010,39462947010,58658616010,"612286","2297/549"
"7201","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48054607010,39462947010,58658641010,"612286","2297/575"
"7202","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48054607010,39462947010,58658642010,"612286","2297/576"
"7203","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48054607010,39462947010,58658643010,"612286","2297/577"
"7204","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48054607010,39462947010,58658644010,"612286","2297/578"
"7205","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48054607010,39462947010,58658645010,"612286","2297/579"
"7206","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48054607010,39462947010,58658646010,"612286","2297/580"
"7207","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48054607010,39462947010,29013500010,"612286","2297/78"
"7208","V-6369/2017-702","16.03.2017 08:00:00","27.04.2017 09:15:58","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48054607010,39462947010,45576067010,"612286","2298/92"
"7209","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48054681010,39463103010,1529050702,"612286","2297/28"
"7210","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48054681010,39463103010,58658616010,"612286","2297/549"
"7211","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48054681010,39463103010,58658641010,"612286","2297/575"
"7212","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48054681010,39463103010,58658642010,"612286","2297/576"
"7213","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48054681010,39463103010,58658643010,"612286","2297/577"
"7214","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48054681010,39463103010,58658644010,"612286","2297/578"
"7215","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48054681010,39463103010,58658645010,"612286","2297/579"
"7216","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48054681010,39463103010,58658646010,"612286","2297/580"
"7217","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48054681010,39463103010,29013500010,"612286","2297/78"
"7218","V-6370/2017-702","16.03.2017 08:00:00","27.04.2017 12:30:55","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48054681010,39463103010,45576067010,"612286","2298/92"
"7219","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48054738010,39463208010,1529050702,"612286","2297/28"
"7220","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48054738010,39463208010,58658616010,"612286","2297/549"
"7221","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48054738010,39463208010,58658641010,"612286","2297/575"
"7222","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48054738010,39463208010,58658642010,"612286","2297/576"
"7223","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48054738010,39463208010,58658643010,"612286","2297/577"
"7224","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48054738010,39463208010,58658644010,"612286","2297/578"
"7225","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48054738010,39463208010,58658645010,"612286","2297/579"
"7226","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48054738010,39463208010,58658646010,"612286","2297/580"
"7227","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48054738010,39463208010,29013500010,"612286","2297/78"
"7228","V-6372/2017-702","16.03.2017 08:00:00","27.04.2017 09:17:31","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48054738010,39463208010,45576067010,"612286","2298/92"
"7229","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/178 Slatina","Slatina 612286",48054793010,39463310010,32524948010,"612286","2297/178"
"7230","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48054793010,39463310010,1529050702,"612286","2297/28"
"7231","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48054793010,39463310010,58658616010,"612286","2297/549"
"7232","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48054793010,39463310010,58658641010,"612286","2297/575"
"7233","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48054793010,39463310010,58658642010,"612286","2297/576"
"7234","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48054793010,39463310010,58658643010,"612286","2297/577"
"7235","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48054793010,39463310010,58658644010,"612286","2297/578"
"7236","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48054793010,39463310010,58658645010,"612286","2297/579"
"7237","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48054793010,39463310010,58658646010,"612286","2297/580"
"7238","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48054793010,39463310010,29013500010,"612286","2297/78"
"7239","V-6373/2017-702","16.03.2017 08:00:00","27.04.2017 09:18:31","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48054793010,39463310010,45576067010,"612286","2298/92"
"7240","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48057185010,39464704010,1529050702,"612286","2297/28"
"7241","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48057185010,39464704010,58658616010,"612286","2297/549"
"7242","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/556 Slatina","Slatina 612286",48057185010,39464704010,58658622010,"612286","2297/556"
"7243","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48057185010,39464704010,58658641010,"612286","2297/575"
"7244","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48057185010,39464704010,58658642010,"612286","2297/576"
"7245","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48057185010,39464704010,58658643010,"612286","2297/577"
"7246","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48057185010,39464704010,58658644010,"612286","2297/578"
"7247","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48057185010,39464704010,58658645010,"612286","2297/579"
"7248","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48057185010,39464704010,58658646010,"612286","2297/580"
"7249","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48057185010,39464704010,29013500010,"612286","2297/78"
"7250","V-6375/2017-702","16.03.2017 08:00:00","28.04.2017 12:15:20","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48057185010,39464704010,45576067010,"612286","2298/92"
"7251","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48057217010,39464751010,1529050702,"612286","2297/28"
"7252","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48057217010,39464751010,58658616010,"612286","2297/549"
"7253","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/564 Slatina","Slatina 612286",48057217010,39464751010,58658630010,"612286","2297/564"
"7254","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48057217010,39464751010,58658641010,"612286","2297/575"
"7255","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48057217010,39464751010,58658642010,"612286","2297/576"
"7256","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48057217010,39464751010,58658643010,"612286","2297/577"
"7257","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48057217010,39464751010,58658644010,"612286","2297/578"
"7258","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/579 Slatina","Slatina 612286",48057217010,39464751010,58658645010,"612286","2297/579"
"7259","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/580 Slatina","Slatina 612286",48057217010,39464751010,58658646010,"612286","2297/580"
"7260","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2297/78 Slatina","Slatina 612286",48057217010,39464751010,29013500010,"612286","2297/78"
"7261","V-6376/2017-702","16.03.2017 08:00:00","27.04.2017 11:09:52","Smlouva kupní","PAR","è. 2298/92 Slatina","Slatina 612286",48057217010,39464751010,45576067010,"612286","2298/92"
"7262","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/28 Slatina","Slatina 612286",48057246010,39464820010,1529050702,"612286","2297/28"
"7263","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/549 Slatina","Slatina 612286",48057246010,39464820010,58658616010,"612286","2297/549"
"7264","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/572 Slatina","Slatina 612286",48057246010,39464820010,58658638010,"612286","2297/572"
"7265","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/575 Slatina","Slatina 612286",48057246010,39464820010,58658641010,"612286","2297/575"
"7266","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/576 Slatina","Slatina 612286",48057246010,39464820010,58658642010,"612286","2297/576"
"7267","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/577 Slatina","Slatina 612286",48057246010,39464820010,58658643010,"612286","2297/577"
"7268","V-6377/2017-702","16.03.2017 08:00:00","27.04.2017 11:11:05","Smlouva kupní","PAR","è. 2297/578 Slatina","Slatina 612286",48057246010,39464820010,58658644010,"612286","2297/578"
